ID	Name	NormalizedName	Type	NormalizedCategory	
d1090	果导片	酚酞	western	nd216	#N/A
d1091	酚酞片	酚酞	western	nd216	#N/A
d1092	酚妥拉明注射液(立其丁)	酚妥拉明	western	nd217	#N/A
d1093	利其丁针(酚妥拉明)	酚妥拉明	western	nd217	#N/A
d1534	甲磺酸酚妥拉明针(利其丁)	酚妥拉明	western	nd217	#N/A
d1535	甲磺酸酚妥拉明注射液	酚妥拉明	western	nd217	#N/A
d1097	注射用夫西地酸钠(巴仁)	夫西地酸	western	nd219	#N/A
d1098	夫西地酸乳膏(立思丁)	夫西地酸	western	nd219	#N/A
d1099	呋喃妥因片(呋喃旦啶)	呋喃旦啶	western	nd220	#N/A
d1100	0.02%呋喃西林溶液(玻瓶)	呋喃西林	western	nd221	#N/A
d1101	0.02%呋喃西林溶液(外用)	呋喃西林	western	nd221	#N/A
d1102	0.02%呋喃西林溶液针	呋喃西林	western	nd221	#N/A
d1103	0.02%呋喃西林溶液针(外用)	呋喃西林	western	nd221	#N/A
d1104	呋塞米片(速尿)	呋塞米	western	nd222	#N/A
d1105	呋塞米针(速尿)	呋塞米	western	nd222	#N/A
d1106	呋塞米针(速尿)(禾丰)	呋塞米	western	nd222	#N/A
d1107	呋塞米注射液(速尿)	呋塞米	western	nd222	#N/A
d1108	呋塞米片	呋塞米	western	nd222	#N/A
d1109	呋塞米注射液	呋塞米	western	nd222	#N/A
d143	3M敷料	敷料	western	nd16	#N/A
d1111	伏格列波糖片(倍欣)	伏格列波	western	nd223	#N/A
d1112	注射用伏立康唑(廸尔达宁)	伏立康唑	western	nd224	#N/A
d1113	注射用伏立康唑(迪尔达宁)	伏立康唑	western	nd224	#N/A
d1114	伏立康唑片(威凡)	伏立康唑	western	nd224	#N/A
d1115	伏立康唑针(威凡)	伏立康唑	western	nd224	#N/A
d1116	威凡针(伏立康唑)	伏立康唑	western	nd224	#N/A
d1117	注射用伏立康唑(威凡针)	伏立康唑	western	nd224	#N/A
d1118	伏立康唑针(亿邦)	伏立康唑	western	nd224	#N/A
d1119	注射用伏立康唑	伏立康唑	western	nd224	#N/A
d1122	氟胞嘧啶片	氟胞嘧啶	western	nd225	#N/A
d1123	氟比洛芬酯注射液(凯纷)	氟比洛芬	western	nd226	#N/A
d1124	氟比洛芬酯注射液	氟比洛芬	western	nd226	#N/A
d1895	磷酸氟达拉滨针(福达华)	氟达拉滨	western	nd396	#N/A
d1125	氟伐他汀钠胶囊(来适可)	氟伐他汀钠	western	nd227	#N/A
d1126	氟伐他汀钠胶囊	氟伐他汀钠	western	nd227	#N/A
d1127	氟桂利嗪胶囊(西比灵)	氟桂利嗪	western	nd228	#N/A
d1128	西比灵胶囊(氟桂利嗪)	氟桂利嗪	western	nd228	#N/A
d1129	盐酸氟桂利嗪胶囊(西比灵)	氟桂利嗪	western	nd228	#N/A
d1130	盐酸氟桂利嗪胶囊	氟桂利嗪	western	nd228	#N/A
d1131	西比灵胶囊	氟桂利嗪	western	nd228	#N/A
d1132	大扶康针(氟康唑)	氟康唑	western	nd229	#N/A
d1133	氟康唑胶囊(大扶康)	氟康唑	western	nd229	#N/A
d1134	氟康唑针(大扶康)	氟康唑	western	nd229	#N/A
d1135	氟康唑注射液(大扶康)	氟康唑	western	nd229	#N/A
d1136	氟康唑分散片(英达康)	氟康唑	western	nd229	#N/A
d1137	大扶康胶囊	氟康唑	western	nd229	#N/A
d1138	氟脲苷针(岭南)	氟脲苷	western	nd230	#N/A
d1139	氟脲苷针	氟脲苷	western	nd230	#N/A
d1140	氟脲嘧啶针(5-FU)	氟脲嘧啶	western	nd231	#N/A
d1144	氟哌啶醇片	氟哌啶	western	nd233	#N/A
d1141	氟哌利多针(氟哌啶)	氟哌利多	western	nd232	#N/A
d1142	氟哌利多针	氟哌利多	western	nd232	#N/A
d1143	氟哌利多注射液	氟哌利多	western	nd232	#N/A
d1146	氟哌噻吨美利曲辛片(黛力新)	氟哌噻吨美利曲辛	western	nd235	#N/A
d1147	氟哌噻吨美利曲辛片	氟哌噻吨美利曲辛	western	nd235	#N/A
d1148	氟派啶针	氟派啶	western	nd236	#N/A
d1149	氟他胺片(福至尔)	氟他胺	western	nd237	#N/A
d1150	福至尔片(氟他胺)	氟他胺	western	nd237	#N/A
d1151	氟他胺片	氟他胺	western	nd237	#N/A
d637	丙酸氟替卡松鼻喷雾剂(辅舒良)	氟替卡松	western	nd122	#N/A
d638	辅舒良(丙酸氟替卡松鼻喷雾剂)	氟替卡松	western	nd122	#N/A
d639	丙酸氟替卡松吸入气雾剂(辅舒酮)	氟替卡松	western	nd122	#N/A
d640	氟替卡松气雾剂(辅舒酮)	氟替卡松	western	nd122	#N/A
d641	丙酸氟替卡松乳膏(克廷肤)	氟替卡松	western	nd122	#N/A
d642	辅舒良喷雾剂	氟替卡松	western	nd122	#N/A
d643	辅舒酮气雾剂	氟替卡松	western	nd122	#N/A
d1152	福辛普利钠片(蒙诺)	福辛普利	western	nd238	#N/A
d1153	蒙诺片(福辛普利钠)	福辛普利	western	nd238	#N/A
d1154	福辛普利钠片	福辛普利	western	nd238	#N/A
d1155	辅酶Q10胶囊	辅酶Q10	western	nd239	#N/A
d1162	(开同片)复方a-酮酸片	复方a-酮酸	western	nd240	#N/A
d1163	复方a-酮酸片(开同)	复方a-酮酸	western	nd240	#N/A
d1164	开同片(复方a-酮酸)	复方a-酮酸	western	nd240	#N/A
d1165	(科罗迪)复方a-酮酸片	复方a-酮酸	western	nd240	#N/A
d1166	复方a-酮酸片(科罗迪)	复方a-酮酸	western	nd240	#N/A
d1167	复方α-酮酸(科罗迪)	复方a-酮酸	western	nd240	#N/A
d1168	复方氨基酸胶囊(圣能)	复方氨基酸	western	nd241	24
d1169	圣能胶囊(复方氨基酸)	复方氨基酸	western	nd241	24
d1170	复方氨基酸胶囊	复方氨基酸	western	nd241	24
d1171	复方氨基酸注射液(绿支安)	复方氨基酸	western	nd241	24
d1172	绿支安针	复方氨基酸	western	nd241	24
d1173	8%复方氨基酸针(15AA)	复方氨基酸	western	nd241	24
d1174	复方氨基酸针(15AA)	复方氨基酸	western	nd241	24
d1175	复方氨基酸注射液(15AA)	复方氨基酸	western	nd241	24
d1176	复方氨基酸注射液(17AA-H)	复方氨基酸	western	nd241	24
d1177	7.6%复方氨基酸针(17AA-H)(绿甘安)	复方氨基酸	western	nd241	24
d1178	12%复方氨基酸针(18AA)(湖北)	复方氨基酸	western	nd241	24
d1179	12%复方氨基酸针(18AA)	复方氨基酸	western	nd241	24
d1180	复方氨基酸注射液(18AA)	复方氨基酸	western	nd241	24
d1181	复方氨基酸注射液(18AA-Ⅱ)	复方氨基酸	western	nd241	24
d1182	复方氨基酸针(18AA-Ⅲ)(天安)	复方氨基酸	western	nd241	24
d1183	复方氨基酸针(18AA-Ⅶ)(绿支安)	复方氨基酸	western	nd241	24
d1184	复方氨基酸针(9AA)(回音必)	复方氨基酸	western	nd241	24
d1185	复方氨基酸针(9AA)	复方氨基酸	western	nd241	24
d1186	复方氨基酸注射液(9AA)	复方氨基酸	western	nd241	24
d1187	复方氨基酸针(l8AA-III)(天安)	复方氨基酸	western	nd241	24
d1188	复方氨基酸针(18AA)-Ⅲ	复方氨基酸	western	nd241	24
d1189	复方氨基酸针(18AA-Ⅲ)	复方氨基酸	western	nd241	24
d1190	复方氨基酸针(l8AA-III)	复方氨基酸	western	nd241	24
d1191	复合氨基酸胶囊(圣能)	复方氨基酸	western	nd241	24
d509	复方斑蝥胶囊(康赛迪)	复方斑蝥	western	nd88	#N/A
d510	复方斑蝥胶囊	复方斑蝥	western	nd88	#N/A
d1214	美能针(复方甘草酸注射液)	复方甘草酸	western	nd248	#N/A
d1224	注射用复方甘草酸苷(龙迪)	复方甘草酸苷	western	nd250	#N/A
d1225	注射用复方甘草酸苷(龙迪泰)	复方甘草酸苷	western	nd250	#N/A
d1226	复方甘草酸苷片(美能)	复方甘草酸苷	western	nd250	#N/A
d1227	复方甘草酸苷针(美能)	复方甘草酸苷	western	nd250	#N/A
d1228	复方甘草酸苷注射液(美能)	复方甘草酸苷	western	nd250	#N/A
d1229	注射用复方甘草酸苷(卫伊)	复方甘草酸苷	western	nd250	#N/A
d1230	注射用复方甘草酸苷(卫伊兴)	复方甘草酸苷	western	nd250	#N/A
d1231	复方甘草酸苷片	复方甘草酸苷	western	nd250	#N/A
d1232	复方甘草酸苷注射液	复方甘草酸苷	western	nd250	#N/A
d1192	复合辅酶针(贝科能)	复合辅酶	western	nd242	#N/A
d1193	注射用复合辅酶(鑫贝科)	复合辅酶	western	nd242	#N/A
d61	1.5%腹膜透析液(双联)	腹膜透析液	western	nd2	#N/A
d62	1.5%低钙葡萄糖腹膜透析液针(乳酸盐)	腹膜透析液	western	nd2	#N/A
d63	1.5%葡萄糖腹膜透析液针(乳酸盐)	腹膜透析液	western	nd2	#N/A
d121	低钙腹膜透析液(乳酸盐-G1.5%)	腹膜透析液	western	nd2	#N/A
d122	低钙腹膜透析液(乳酸盐-G2.5%)	腹膜透析液	western	nd2	#N/A
d123	2.5%低钙葡萄糖腹膜透析液针(乳酸盐)	腹膜透析液	western	nd2	#N/A
d124	2.5%葡萄糖腹膜透析液针(乳酸盐)	腹膜透析液	western	nd2	#N/A
d145	低钙腹膜透析液(乳酸盐-4.25%)	腹膜透析液	western	nd2	#N/A
d146	4.25%低钙葡萄糖腹膜透析液针(乳酸盐)	腹膜透析液	western	nd2	#N/A
d147	4.25%葡萄糖腹膜透析液针(乳酸盐)	腹膜透析液	western	nd2	#N/A
d1204	腹膜透析液(乳酸盐-G1.5%)	腹膜透析液	western	nd2	#N/A
d1205	腹膜透析液(乳酸盐-G2.5%)	腹膜透析液	western	nd2	#N/A
d1206	腹膜透析液(乳酸盐-G4.25%)	腹膜透析液	western	nd2	#N/A
d1207	腹膜透析液2.5%	腹膜透析液	western	nd2	#N/A
d1208	(马根维显)钆喷酸葡胺注射液	钆喷酸葡胺	western	nd247	#N/A
d1209	钆喷酸葡胺针(马根维显)	钆喷酸葡胺	western	nd247	#N/A
d1210	钆喷酸葡胺针(马根维显)(徳国)	钆喷酸葡胺	western	nd247	#N/A
d1211	钆喷酸葡胺注射液(马根维)	钆喷酸葡胺	western	nd247	#N/A
d1212	钆喷酸葡胺注射液(马根维显)	钆喷酸葡胺	western	nd247	#N/A
d1215	甘草酸二铵胶囊(甘利欣)	甘草酸二铵	western	nd249	#N/A
d1216	甘草酸二铵针(甘利欣)	甘草酸二铵	western	nd249	#N/A
d1217	甘草酸二铵注射液(甘利欣)	甘草酸二铵	western	nd249	#N/A
d1218	甘利欣针(甘草酸二铵)	甘草酸二铵	western	nd249	#N/A
d1219	甘草酸二铵肠溶胶囊(天晴)	甘草酸二铵	western	nd249	#N/A
d1220	甘草酸二铵肠溶胶囊(天晴甘平)	甘草酸二铵	western	nd249	#N/A
d1221	甘草酸二铵注射液	甘草酸二铵	western	nd249	#N/A
d1222	甘利欣胶囊	甘草酸二铵	western	nd249	#N/A
d1223	甘利欣胶囊(甘草酸二胺)	甘草酸二铵	western	nd249	#N/A
d1234	(来得时(预填充))甘精胰岛素注射液	甘精胰岛素	western	nd251	15
d1235	(来得时预填充)甘精胰岛素预填充针	甘精胰岛素	western	nd251	15
d1236	甘精胰岛素笔芯针(来得时)	甘精胰岛素	western	nd251	15
d1237	甘精胰岛素预填充针(来得时预填充)	甘精胰岛素	western	nd251	15
d1238	甘精胰岛素注射液((来得时(预填充)))	甘精胰岛素	western	nd251	15
d1239	甘精胰岛素注射液((来得时)	甘精胰岛素	western	nd251	15
d1240	甘精胰岛素注射液(来得时(预填充))	甘精胰岛素	western	nd251	15
d1241	甘精胰岛素注射液(来得时)	甘精胰岛素	western	nd251	15
d1242	来得时(预填充)甘精胰岛素注射液	甘精胰岛素	western	nd251	15
d3679	(长秀霖)重组甘精胰岛素注射液	甘精胰岛素	western	nd251	15
d3680	(长秀霖笔芯)重组甘精胰岛素笔芯针	甘精胰岛素	western	nd251	15
d3681	(长秀霖笔芯)重组甘精胰岛素注射液	甘精胰岛素	western	nd251	15
d3682	重组甘精胰岛素笔芯(长秀霖笔芯)	甘精胰岛素	western	nd251	15
d3683	重组甘精胰岛素笔芯针(长秀霖笔芯)	甘精胰岛素	western	nd251	15
d3684	重组甘精胰岛素注射液(长秀霖)	甘精胰岛素	western	nd251	15
d126	20%甘露醇针(百特)	甘露醇	western	nd11	#N/A
d127	20%甘露醇针	甘露醇	western	nd11	#N/A
d149	5%甘露醇	甘露醇	western	nd11	#N/A
d150	5%甘露醇针	甘露醇	western	nd11	#N/A
d1243	甘露醇	甘露醇	western	nd11	#N/A
d1244	甘露醇注射液	甘露醇	western	nd11	#N/A
d1245	甘露聚糖肽针(多抗)	甘露醇	western	nd11	#N/A
d1246	甘露聚糖肽口服溶液(仙翁)	甘露醇	western	nd11	#N/A
d1247	甘露聚糖肽口服液(仙翁)	甘露醇	western	nd11	#N/A
d1248	甘露聚糖肽注射液	甘露醇	western	nd11	#N/A
d1249	甘油果糖针(山东)	甘油果糖	western	nd252	#N/A
d1250	甘油果糖注射液	甘油果糖	western	nd252	#N/A
d1251	甘油磷酸钠针(格列福斯)	甘油磷酸钠	western	nd253	#N/A
d1252	甘油磷酸钠注射液(格利福斯)	甘油磷酸钠	western	nd253	#N/A
d845	低分子肝素钙注射液(赛博)	肝素钙	western	nd149	#N/A
d846	低分子肝素钙针(速碧林)	肝素钙	western	nd149	#N/A
d847	低分子肝素钙注射液(速碧林)	肝素钙	western	nd149	#N/A
d848	低分子肝素钙注射液(速碧林针)	肝素钙	western	nd149	#N/A
d849	速碧林针(低分子肝素钙)	肝素钙	western	nd149	#N/A
d850	低分子量肝素钙针(天普洛宁)	肝素钙	western	nd149	#N/A
d851	低分子量肝素钙注射液(万脉舒)	肝素钙	western	nd149	#N/A
d852	低分子肝素钠注射液(法安明)	肝素钠	western	nd150	#N/A
d853	法安明针(低分子肝素钠)	肝素钠	western	nd150	#N/A
d854	低分子肝素钠注射液(克赛)	肝素钠	western	nd150	#N/A
d855	低分子肝素钠注射液(依诺肝素钠注射液)(克赛)	肝素钠	western	nd150	#N/A
d1254	肝素钠针(天津)	肝素钠	western	nd150	#N/A
d1255	肝素钠针	肝素钠	western	nd150	#N/A
d1256	肝素钠注射液	肝素钠	western	nd150	#N/A
d3403	依诺肝素钠注射液(克赛)	肝素钠	western	nd150	#N/A
d1261	食母生片(干酵母)	干酵母	western	nd254	#N/A
d1262	干酵母片	干酵母	western	nd254	#N/A
d1263	因特芬针[适](干扰素)	干扰素	western	nd255	#N/A
d1265	高锰酸钾(P.P粉)	高锰酸钾	western	nd256	#N/A
d1266	高锰酸钾外用片	高锰酸钾	western	nd256	#N/A
d1267	高三尖杉酯碱针	高三尖杉酯碱	western	nd257	#N/A
d1268	高三尖杉酯碱注射液	高三尖杉酯碱	western	nd257	#N/A
d2453	氢溴酸高乌甲素针(莱恩康宁)	高乌甲素	western	nd530	#N/A
d1269	醋酸戈舍瑞林缓释植入剂(诺雷得)	戈舍瑞林	western	nd258	#N/A
d1270	醋酸戈舍瑞林缓释植入剂针(诺雷得)	戈舍瑞林	western	nd258	#N/A
d1271	醋酸戈舍瑞林缓释植入剂	戈舍瑞林	western	nd258	#N/A
d1272	盐酸格拉司琼针(枢星)	格拉司琼	western	nd259	#N/A
d1273	盐酸格拉司琼注射液(枢星)	格拉司琼	western	nd259	#N/A
d1274	格利福斯针	格利福斯	western	nd260	#N/A
d1275	格列本脲片(优降糖)	格列本脲	western	nd261	#N/A
d1276	格列吡嗪片(华南)	格列吡嗪	western	nd262	#N/A
d1277	格列吡嗪控释片(瑞易宁)	格列吡嗪	western	nd262	#N/A
d1278	瑞易宁片(格列吡嗪)	格列吡嗪	western	nd262	#N/A
d1279	格列喹酮片(糖适平)	格列喹酮	western	nd263	#N/A
d1280	糖适平(格列喹酮)片	格列喹酮	western	nd263	#N/A
d1281	安多美(格列美脲片)	格列美脲	western	nd264	#N/A
d1282	安多美片(格列美脲)	格列美脲	western	nd264	#N/A
d1283	格列美脲片(安多美)	格列美脲	western	nd264	#N/A
d1284	瑞平(格列美脲滴丸)	格列美脲	western	nd264	#N/A
d1285	格列美脲片(亚莫利)	格列美脲	western	nd264	#N/A
d1286	达美康缓释片(格列齐特)	格列齐特	western	nd265	#N/A
d1287	格列齐特缓释片(达美康)	格列齐特	western	nd265	#N/A
d1288	格列齐特片(华南)	格列齐特	western	nd265	#N/A
d1289	格列齐特片	格列齐特	western	nd265	#N/A
d1290	葛根素针(麦普宁)	葛根素	western	nd266	#N/A
d1291	注射用葛根素(麦普宁)	葛根素	western	nd266	#N/A
d1295	更昔洛韦针(德洛好)	更昔洛韦	western	nd267	#N/A
d1296	注射用更昔洛韦(凯因诺伟)	更昔洛韦	western	nd267	#N/A
d1297	更昔洛韦眼用凝胶(丽科明)	更昔洛韦	western	nd267	#N/A
d1298	丽科明(更昔洛韦眼用凝胶)	更昔洛韦	western	nd267	#N/A
d1299	更昔洛韦眼用凝胶	更昔洛韦	western	nd267	#N/A
d120	2%汞溴红溶液(红汞水)	汞溴红	western	nd9	#N/A
d1300	汞溴红溶液(红汞水)	汞溴红	western	nd9	#N/A
d1301	汞溴红溶液	汞溴红	western	nd9	#N/A
d1306	枸橼酸钾颗粒	枸橼酸钾	western	nd269	#N/A
d1308	枸橼酸钾颗粒(可维加)	枸橼酸钾	western	nd269	#N/A
d1309	枸橼酸钾颗粒剂(可维加)	枸橼酸钾	western	nd269	#N/A
d1310	可维加颗粒(枸橼酸钾)	枸橼酸钾	western	nd269	#N/A
d1311	可维加颗粒剂	枸橼酸钾	western	nd269	#N/A
d1320	谷氨酸钠针	谷氨酸钠	western	nd273	#N/A
d1321	复方谷氨酰胺肠溶胶囊(谷参)	谷氨酰胺	western	nd274	#N/A
d1322	谷参肠安胶囊(复方谷氨酰胺)	谷氨酰胺	western	nd274	#N/A
d1323	复方谷氨酰胺肠溶胶囊	谷氨酰胺	western	nd274	#N/A
d1324	古拉定针[适](谷胱甘肽)	谷胱甘肽	western	nd275	#N/A
d1325	还原型谷胱甘肽钠针(古拉定)	谷胱甘肽	western	nd275	#N/A
d1326	注射用谷胱甘肽(古拉定)	谷胱甘肽	western	nd275	#N/A
d1385	还原型谷胱甘肽针(阿拓莫兰)	谷胱甘肽	western	nd275	#N/A
d1386	注射用还原型谷胱甘肽(阿拓莫兰)	谷胱甘肽	western	nd275	#N/A
d1387	注射用还原型谷胱甘肽(阿)	谷胱甘肽	western	nd275	#N/A
d1327	谷维素片	谷维素	western	nd276	#N/A
d1330	盖三淳(骨化三醇胶丸)	骨化三醇	western	nd277	#N/A
d1331	骨化三醇胶丸(盖三淳)	骨化三醇	western	nd277	#N/A
d1332	骨化三醇注射液(溉纯)	骨化三醇	western	nd277	#N/A
d1333	骨化三醇胶丸(罗盖全)	骨化三醇	western	nd277	#N/A
d1334	罗盖全胶丸(骨化三醇)	骨化三醇	western	nd277	#N/A
d1339	骨肽针(珍宝岛)	骨肽	western	nd278	#N/A
d1340	复方骨肽针(谷强)	骨肽	western	nd278	#N/A
d1341	注射用骨肽(唛金沥)	骨肽	western	nd278	#N/A
d1342	注射用骨肽	骨肽	western	nd278	#N/A
d1350	胱氨酸片	胱氨酸	western	nd279	#N/A
d1358	鲑降钙素针(邦瑞得)	鲑降钙素	western	nd280	#N/A
d1359	鲑降钙素注射液(邦瑞得)	鲑降钙素	western	nd280	#N/A
d1360	鲑降钙素喷剂(密盖息)	鲑降钙素	western	nd280	#N/A
d1361	鲑鱼降钙素鼻喷剂(密盖息)	鲑降钙素	western	nd280	#N/A
d1362	鲑鱼降钙素针(密盖息)	鲑降钙素	western	nd280	#N/A
d1363	鲑鱼降钙素注射液(密盖息)	鲑降钙素	western	nd280	#N/A
d1364	密盖息喷剂	鲑降钙素	western	nd280	#N/A
d1365	密盖息喷剂[适]	鲑降钙素	western	nd280	#N/A
d1366	密盖息针(降钙素)	鲑降钙素	western	nd280	#N/A
d1367	密盖息针[适](降钙素)	鲑降钙素	western	nd280	#N/A
d1368	克林澳(马来酸桂哌齐特针)	桂哌齐特	western	nd281	#N/A
d1369	克林澳针(马来酸桂哌齐特)	桂哌齐特	western	nd281	#N/A
d1370	马来酸桂哌齐特注射液(克林澳)	桂哌齐特	western	nd281	#N/A
d1374	达欣能(果糖二磷钠针)	果糖二磷钠	western	nd283	#N/A
d1375	果糖二磷酸钠口服溶液(瑞安吉)	果糖二磷钠	western	nd283	#N/A
d1376	果糖二磷酸口服溶液	果糖二磷钠	western	nd283	#N/A
d1377	果糖二磷酸钠针	果糖二磷钠	western	nd283	#N/A
d1378	果糖二磷酸钠注射液	果糖二磷钠	western	nd283	#N/A
d1372	果糖氯化钠针(甘乐力)	果糖氯化钠	western	nd282	#N/A
d1373	果糖氯化钠注射液	果糖氯化钠	western	nd282	#N/A
d1379	过氧苯甲酰凝胶(班赛)	过氧苯甲酰	western	nd284	#N/A
d141	3％过氧化氢溶液	过氧化氢	western	nd14	#N/A
d1380	过氧化氢溶液(双氧水)	过氧化氢	western	nd14	#N/A
d1381	过氧化氢溶液	过氧化氢	western	nd14	#N/A
d1382	肤乐乳膏(哈西奈德)	哈西奈德	western	nd285	#N/A
d1383	哈西奈德乳膏(肤乐)	哈西奈德	western	nd285	#N/A
d1384	哈西奈德乳膏	哈西奈德	western	nd285	#N/A
d2564	乳糖酸红霉素针(ER.M)	红霉素	western	nd560	#N/A
d1393	红霉素眼膏	红霉素眼膏	western	nd286	#N/A
d1394	注射用红细胞生成素(益比奥)	红细胞生成素	western	nd287	#N/A
d2006	司可林针(氯化琥珀胆碱)	琥珀胆碱	western	nd427	#N/A
d1414	4%琥珀酰明胶针(佳乐施)	琥珀酰明胶	western	nd288	#N/A
d1415	琥珀酰明胶注射液(佳乐施)	琥珀酰明胶	western	nd288	#N/A
d1416	佳乐施针(琥珀酰明胶)	琥珀酰明胶	western	nd288	#N/A
d1419	华蟾素针	华蟾素	western	nd289	#N/A
d1420	华法林钠片	华法林	western	nd290	#N/A
d1426	环孢素针(山地明)	环孢素	western	nd291	#N/A
d1427	环孢素软胶囊(新赛斯平)	环孢素	western	nd291	#N/A
d1428	环孢素软胶囊(新山地明)	环孢素	western	nd291	#N/A
d1429	乳酸环丙沙星氯化钠针(西普乐)	环丙沙星	western	nd292	#N/A
d1430	西普乐针(环丙沙星氯化钠)	环丙沙星	western	nd292	#N/A
d1431	乳酸环丙沙星氯化钠注射液(悉复欢)	环丙沙星	western	nd292	#N/A
d1432	悉复欢(盐酸环丙沙星片)	环丙沙星	western	nd292	#N/A
d1433	盐酸环丙沙星片(悉复欢)	环丙沙星	western	nd292	#N/A
d1434	盐酸环丙沙星片(悉復欢)	环丙沙星	western	nd292	#N/A
d1435	乳酸环丙沙星氯化钠针	环丙沙星	western	nd292	#N/A
d1436	乳酸环丙沙星氯化钠注射液	环丙沙星	western	nd292	#N/A
d1437	环磷酰胺针(C.T.X)(恒瑞)	环磷酰胺	western	nd293	#N/A
d1438	复方环磷酰胺片(泰魁)	环磷酰胺	western	nd293	#N/A
d1439	复方环磷酰胺片	环磷酰胺	western	nd293	#N/A
d1440	环磷酰胺针	环磷酰胺	western	nd293	#N/A
d1441	环磷酰胺针(C.T.X)	环磷酰胺	western	nd293	#N/A
d1442	注射用环磷腺苷	环磷腺苷	western	nd294	#N/A
d1459	黄体酮胶丸(琪宁)	黄体酮	western	nd295	#N/A
d1460	黄体酮胶丸	黄体酮	western	nd295	#N/A
d1461	黄体酮针	黄体酮	western	nd295	#N/A
d1462	黄体酮注射液	黄体酮	western	nd295	#N/A
d1464	复方磺胺甲噁唑片(百炎净)	磺胺甲噁唑	western	nd296	#N/A
d1465	复方磺胺甲恶唑片(百炎净)	磺胺甲噁唑	western	nd296	#N/A
d1466	复方磺胺甲噁唑片	磺胺甲噁唑	western	nd296	#N/A
d1467	注射用磺苄西林钠(伊葆康)	磺苄西林钠	western	nd297	#N/A
d1469	胆维他片(茴三硫)	茴三硫	western	nd298	#N/A
d1470	茴三硫片	茴三硫	western	nd298	#N/A
d1479	肌苷针(古田)	肌苷	western	nd299	#N/A
d1480	肌苷片	肌苷	western	nd299	#N/A
d1481	肌苷针	肌苷	western	nd299	#N/A
d1482	肌苷注射液	肌苷	western	nd299	#N/A
d1486	吉非替尼片(易瑞沙)	吉非替尼	western	nd300	#N/A
d1487	(健择)注射用盐酸吉西他滨	吉西他滨	western	nd301	#N/A
d1488	盐酸吉西他滨针(健择)	吉西他滨	western	nd301	#N/A
d1489	誉捷(注射用盐酸吉西他滨)	吉西他滨	western	nd301	#N/A
d1490	注射用盐酸吉西他滨(誉捷)	吉西他滨	western	nd301	#N/A
d1491	盐酸吉西他滨针(泽菲)	吉西他滨	western	nd301	#N/A
d1492	注射用盐酸吉西他滨(泽菲)	吉西他滨	western	nd301	#N/A
d1495	己烯雌酚针	己烯雌酚	western	nd302	#N/A
d1496	己烯雌酚注射液	己烯雌酚	western	nd302	#N/A
d1497	迭力胶囊(加巴喷丁)	加巴喷丁	western	nd303	#N/A
d1498	加巴喷丁胶囊(迭力)	加巴喷丁	western	nd303	#N/A
d1499	加巴喷丁胶囊(派汀)	加巴喷丁	western	nd303	#N/A
d1500	加巴喷丁胶囊	加巴喷丁	western	nd303	#N/A
d1501	加替沙星胶囊(海超)	加替沙星	western	nd304	#N/A
d1502	加替沙星氯化钠针(利欧)	加替沙星	western	nd304	#N/A
d1504	甲氨蝶呤粉针(MTX)	甲氨蝶呤	western	nd305	#N/A
d1505	甲氨蝶呤片	甲氨蝶呤	western	nd305	#N/A
d1506	甲氨蝶呤片(MTX)	甲氨蝶呤	western	nd305	#N/A
d1507	甲氨蝶呤针(MTX)	甲氨蝶呤	western	nd305	#N/A
d1508	甲氨蝶呤注射液	甲氨蝶呤	western	nd305	#N/A
d1509	注射用甲氨蝶呤	甲氨蝶呤	western	nd305	#N/A
d1513	佳迪胶囊(醋酸甲地孕酮)	甲地孕酮	western	nd307	#N/A
d1514	甲地孕酮胶囊(佳迪)	甲地孕酮	western	nd307	#N/A
d1515	醋酸甲地孕酮分散片(宜利治)	甲地孕酮	western	nd307	#N/A
d1516	宜利治(甲地孕酮分散片)	甲地孕酮	western	nd307	#N/A
d1517	泛敏补胶囊(甲钴胺明)	甲钴胺	western	nd308	#N/A
d1518	甲钴胺胶囊(泛敏补)	甲钴胺	western	nd308	#N/A
d1519	甲钴胺片(弥可保)	甲钴胺	western	nd308	#N/A
d1520	甲钴胺针(弥可保)	甲钴胺	western	nd308	#N/A
d1521	弥可保片(甲钴胺)	甲钴胺	western	nd308	#N/A
d1522	弥可保针	甲钴胺	western	nd308	#N/A
d1523	注射用甲钴胺(弥可保)	甲钴胺	western	nd308	#N/A
d1524	甲钴胺分散片	甲钴胺	western	nd308	#N/A
d1543	甲硫氨酸片	甲硫氨酸	western	nd315	#N/A
d1544	甲硫酸新斯的明针	甲硫酸新斯的明	western	nd316	#N/A
d1545	甲硫酸新斯的明注射液	甲硫酸新斯的明	western	nd316	#N/A
d1546	VitK4(醋酸甲萘氢醌片)	甲萘氢醌	western	nd317	#N/A
d1547	维生素K4片(醋酸甲萘氢醌)	甲萘氢醌	western	nd317	#N/A
d1548	甲泼尼龙片(美卓乐)	甲泼尼龙	western	nd318	#N/A
d1549	甲泼尼龙片(美卓乐片)	甲泼尼龙	western	nd318	#N/A
d1550	甲泼尼龙片(尤金)	甲泼尼龙	western	nd318	#N/A
d1551	甲泼尼龙琥珀酸钠针(甲强龙)	甲泼尼龙	western	nd318	#N/A
d1552	甲强龙(注射用甲泼尼龙琥)	甲泼尼龙	western	nd318	#N/A
